,url,name,sku,parsed_duration,parsed_price,objectives,processed_price,processed_duration
289,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-adjoint-administratif-1ere-classe-ecrit.html,Concours d'adjoint administratif 1ère classe - écrit,3401,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul>
<li>Réussir les épreuves écrites du concours d'adjoint administratif</li>
<li>Maîtriser l'épreuve de français du concours</li>
<li>Maîtriser l'épreuve du tableau numérique du concours</li>
<li>Arriver à gérer ces épreuves dans le temps imparti de l'épreuve</li>
</ul>",0.0,0.0
290,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-entree-aux-ira-oral.html,Concours d'entrée aux IRA - Oral,2319,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Réussir l'admission du concours d'entrée des IRA</li><li>Constituer son dossier RAEP </li><li>Gagner en aisance à l'oral en vue de l'épreuve d'entretien avec un jury</li></ul>,0.0,0.0
291,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-attache-territorial-oral.html,Concours d’attaché territorial - Oral,3092,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Réussir le concours d'attaché territorial</li><li>Se préparer à l'entretien avec mise en situation professionnelle du candidat (voie externe)</li><li>Se préparer à l'entretien comprenant une présentation du parcours professionnel et une conversation avec le jury (voie interne et 3ème concours)</li>
<li>Améliorer sa prestation à l'oral d'un concours en apprenant à mieux gérer son stress</li>
<li><strong><a href=""http://www.weka.fr/preparation-concours/preparation-concours-et-examens/concours-d-attache-territorial/voie-interne-3eme-concours/administration-generale/webconferences-culture-territoriale.html"" target=""_blank"">Renforcez votre culture territoriale grâce à nos séances de webconférences de culture territoriale en cliquant ici!</a></strong></li></ul>",0.0,0.0
292,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-adjoint-administratif-1ere-classe-oral.html,Concours d'adjoint administratif 1ère classe - Oral,3402,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul>
<li>Acquérir les clés de succès pour l’oral de motivation </li>
<li>Gagner en aisance à l’oral </li>
<li>Gérer le stress d’une épreuve devant un jury</li>
</ul>",0.0,0.0
293,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-entree-aux-ira-en-voie-externe-ecrit.html,Concours d'entrée aux IRA en voie externe - Ecrit,2318,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul>
<li>Réussir les épreuves écrites du concours d'entrée des Instituts Régionaux d'Administration en voie externe</li>
<li>Maîtriser pas à pas la méthodologie des épreuves de composition et de réponse à plusieurs questions</li>
<li>Acquérir les connaissances au programme du concours : </li>
<li>droit public, finances publiques, questions européennes, questions sociales, gestion des ressources humaines, économie</li>
<li>place des pouvoirs publics et leur rôle dans les grands domaines de l'intervention publique</li>
</ul>",0.0,0.0
294,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-et-examen-professionnel-de-redacteur-principal-oral.html,Concours et examen professionnel de rédacteur principal - Oral,2437,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 099
                                                     € ","<ul>
<li>Se présenter avec succès à l'épreuve orale du concours / examen professionnel de rédacteur territorial principal</li>
<li>Se préparer à l'entretien comprenant une présentation de l'expérience professionnelle du candidat et un échange avec le jury</li>
<li>Apprendre à gérer le stress d'un oral et à conduire l'épreuve dans le temps imparti</li>
</ul>",1099.0,14.0
295,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-de-conseiller-principal-d-education-ecrit.html,Concours de conseiller principal d'éducation - Ecrit,2323,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul>
<li>Réussir les épreuves d'admissibilité du concours de CPE : épreuve de maîtrise des savoirs académiques et étude de dossier portant sur les politiques éducatives</li>
</ul>",0.0,0.0
296,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-de-redacteur-territorial-oral.html,Concours de rédacteur territorial - Oral,2222,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 099
                                                     € ","<ul>
<li>Se présenter avec succès aux oraux du concours de rédacteur territorial</li>
<li>Se préparer à l'entretien comprenant une présentation de l'expérience professionnelle du candidat et un échange avec le jury</li>
<li>Apprendre à gérer le stress d'un oral et à conduire l'oral dans le temps imparti de l'épreuve</li>
</ul>",1099.0,14.0
297,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-de-gardien-de-police-municipale-ecrit.html,Concours de gardien de police municipale - Ecrit,2680,"
                                                                                                    4 jours - 28 h
                                                                                            ","1 662.50
                                                     € ","<ul>
<li>Réussir l'épreuve de rapport sur un dossier relatif à un événement survenu dans un lieu public du concours de gardien de police municipale</li>
<li>Apprendre à gérer le temps et le stress d'une épreuve écrite de concours de la fonction publique territoriale, filière Sécurité</li>
</ul>",1662.5,28.0
298,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-attache-territorial-ecrit-par-voie-externe.html,Concours d’attaché territorial - Ecrit par voie externe,2270,"
                                                                                                    5 jours - 35 h
                                                                                            ","2 495
                                                     € ","<ul>
<li>Réussir les épreuves écrites du concours d'attaché territorial par voie externe : composition et note de synthèse</li>
<li>Conseils méthodologiques pour arriver à gérer le stress et le temps de ces épreuves d'admissibilité</li>
</ul>",2495.0,35.0
299,http://www.comundi.fr/formation-marketing-digital/formation-web-analytics.html,Formation : Web Analytics,VO47,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul><li>Définir les bons KPI’s, interpréter les résultats et identifier les leviers d'optimisation
</li><li>Comprendre et analyser le trafic et le comportement des visiteurs de son site internet
</li><li>Mettre en œuvre les meilleures actions d'optimisation</li></ul>",1795.0,14.0
300,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-d-attache-territorial-ecrit-par-voie-interne-et-3eme-concours.html,Concours d’attaché territorial - Ecrit par voie interne et 3ème concours,2450,"
                                                                                                    2+2
                                                                                            ","1 425
                                                     € ","<ul>
<li>Réussir l'écrit du concours d'attaché territorial par voie interne ou 3ème concours : rapport avec propositions :</li>
<li>Savoir exploiter à bon escient le dossier de documents</li>
<li>S'entraîner pour progresser dans une argumentation à l'écrit</li>
<li>Mobiliser ses connaissances pour enrichir les propositions opérationnelles</li>
<li>Gérer le temps et le stress de l'épreuve</li>
</ul>",1425.0,14.0
301,http://www.comundi.fr/formation-marketing-digital/formation-referencement-sur-google-et-les-autres-moteurs-de-recherche.html,Formation : Référencement sur Google et les autres moteurs de recherche,VO22,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul><li>Comprendre le fonctionnement des moteurs de recherche 
</li><li>Search Engine Optimisation: optimiser son site pour le référencement naturel
</li><li>Search Engine Advertising: concevoir des campagnes de liens sponsorisés performantes</li></ul>",1795.0,14.0
302,http://www.comundi.fr/formation-marketing-digital/formation-referencement-naturel-seo.html,Formation : Référencement naturel (SEO),VO42,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 895.00
                                                     € ","<ul><li>Renforcer sa connaissance des outils de recherche et des techniques de référencement naturel
</li><li>Optimiser son site pour le référencement
</li><li>Réussir la synthèse stratégie/éditorial/technique</li></ul>",1895.0,14.0
303,http://www.comundi.fr/formation-marketing-digital/formation-strategie-d-e-mail-marketing.html,Formation : Stratégie d'e-mail marketing,ED12,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul><li>Maîtriser les étapes clés d'une campagne d'e-mailing réussie
</li><li>Elaborer une stratégie de conquête et de fidélisation via e-mail
</li><li>Mesurer et augmenter l'efficacité des campagnes d'e-mail marketing</li></ul>",1795.0,14.0
304,http://www.comundi.fr/formation-marketing-digital/formation-responsive-design-pour-marketeur.html,Formation : Responsive design pour marketeur,ZA32,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul><li>Comprendre les contraintes du responsive design dans un projet  marketing digital
</li><li>Mettre en place une stratégie responsive design en cohérence avec la navigation multi-écrans
</li><li>Maitriser les enjeux du responsive design afin de cadrer son projet</li></ul>",1795.0,14.0
305,http://www.comundi.fr/formation-marketing-digital/formation-marketing-automation.html,Formation : Marketing automation,4323,"
                                                                                                    1 jour - 7 h
                                                                                            ","1 095.00
                                                     € ","<ul>
<li> Utiliser le Marketing Automation pour optimiser le plan d'actions marketing et ventes</li>
<li>Travailler les données clients et assurer les interfaces utiles avec le bon outil d'automation</li>
<li>Produire les scénarii de campagnes adaptés à chaque cible, situation et mesurer les retours</li>
<li>Créer les matrices emails, newsletters et les contenus personnalisés</li>
</ul>",1095.0,7.0
306,http://www.comundi.fr/formation-marketing-digital/formation-les-enjeux-juridiques-en-communication-digitale.html,Formation : Les enjeux juridiques en communication digitale,ZA07,"
                                                                                                    1 jour - 7 h
                                                                                            ","1 095.00
                                                     € ","<ul><li>Maîtriser les droits et obligations en e-marketing et e-communication 
</li><li>Définir un cadre juridique sécurisé en communication digitale
</li><li>Construire un plan d’actions adapté aux réglementations des environnements digitaux</li></ul>",1095.0,7.0
307,http://www.comundi.fr/formation-marketing-digital/formation-le-marketing-b2b-a-l-ere-du-digital.html,Formation : Le marketing B2B à l’ère du digital,YA14,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 895.00
                                                     € ","<ul><li>Intégrer les techniques du marketing digital dans la sphère B2B : contenus digitaux, SEO, médias sociaux, email marketing, lead nurturing…
</li><li>Concevoir un tunnel de conversion performant et générer des leads efficacement sur les canaux digitaux
</li><li>Mesurer et optimiser le ROI de vos actions</li></ul>",1895.0,14.0
308,http://www.comundi.fr/formation-preparation-concours-et-examens-fonction-publique-1/concours-de-redacteur-principal-2eme-classe-ecrit.html,Concours de rédacteur principal 2ème classe - Ecrit,3412,"
                                                                                                    3 jours - 21 h
                                                                                            ","1 425
                                                     € ","<ul>
<li>Maîtriser l’épreuve du rapport de dossier avec propositions </li>
<li>Arriver à gérer cette épreuve dans le temps imparti de l’épreuve</li>
<li>Bénéficier d’entraînements corrigés pour progresser rapidement</li>
</ul>",1425.0,21.0
309,http://www.comundi.fr/formation-marketing-digital/formation-etudes-qualitatives-digitales.html,Formation : Etudes qualitatives digitales,4522,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 795.00
                                                     € ","<ul>
<li>Comprendre la spécificité, la valeur ajoutée, le champ d’application et les limites des études online par rapport aux études offline</li>
<li>Identifier le type d’étude digitale à mettre en place en fonction de vos projets et connaître les plateformes existantes</li>
<li>Maîtriser les étapes et facteurs clés de succès pour la mise en œuvre d’une étude qualitative online : qualité de la plateforme interactive, technique d’animation, maintien de l’adhésion, qualité de l’analyse…</li>
</ul>",1795.0,14.0
310,http://www.comundi.fr/formation-communication-digitale/formation-e-marketing-et-e-communication.html,Formation : E-Marketing et E-Communication,VO20,"
                                                                                                    3 jours - 21 h
                                                                                            ","2 295.00
                                                     € ","<ul>
<li>Intégrer les techniques du marketing et de la communication online : e-pub, emailing, référencement, réseaux sociaux, mobile...</li>
<li>Apprendre à élaborer un plan d'actions online </li>
<li>Mesurer et optimiser le retour sur investissement de ses actions</li>
</ul>",2295.0,21.0
311,http://www.comundi.fr/formation-marketing-digital/cycle-certifiant-marketing-et-communication-digitale-en-partenariat-avec-l-universite-paris-dauphine.html,Cycle certifiant Marketing et Communication Digitale en partenariat avec l’Université Paris-Dauphine,GO74,"
                                                                                                    10 jours séquencés sur 4 mois
                                                                                            ","6 495.00
                                                     € ","<ul><li>Bâtir une stratégie et un plan d’actions online efficace
</li><li>Assurer le cadrage, la coordination et le lancement de projets digitaux : sites web, campagnes web marketing, dispositifs sur les medias sociaux, plan e-réputation…
</li><li>Mesurer et optimiser l’efficacité de ses dispositifs digitaux</li></ul>",6495.0,70.0
312,http://www.comundi.fr/formation-petite-enfance-1/les-responsabilites-du-directeur-de-creche.html,Les responsabilités du directeur de crèche,AH07,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 545.00
                                                     € ","<ul><li>Maîtriser le cadre réglementaire pour sécuriser au mieux vos pratiques
</li><li>Adopter la bonne réaction face aux situations à risque
</li><li>Préserver la qualité de l'accueil grâce aux techniques de médiation</li></ul>",1545.0,14.0
313,http://www.comundi.fr/formation-petite-enfance-1/maitriser-les-techniques-de-communication-non-violente-en-eaje.html,Maîtriser les techniques de communication non violente en EAJE,2595,"
                                                                                                    1 jour - 7 h
                                                                                            ","945.00
                                                     € ","<ul><li>Développer ses capacités à clarifier et à exprimer ses demandes 
</li><li>Désamorcer les conflits entre personnes
</li><li>Faciliter la communication au sein des équipes</li></ul>",945.0,7.0
314,http://www.comundi.fr/formation-petite-enfance/micro-creche-et-nouveaux-modes-d-accueil.html,Micro-crèche et nouveaux modes d'accueil,pf28,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Maîtriser le cadre réglementaire de création d'une structure</li><li>Réussir le montage financier
</li><li>Construire le projet d'établissement</li></ul>",0.0,0.0
315,http://www.comundi.fr/formation-petite-enfance-1/semaine-de-la-petite-enfance-2017.html,Semaine de la Petite Enfance 2017,PF92,,,,0.0,0.0
316,http://www.comundi.fr/formation-petite-enfance/formation-modes-d-accueil-de-la-petite-enfance.html,Formation modes d’accueil de la petite enfance,3349,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Identifier les principes fondamentaux de l'organisation juridique et du contentieux administratif</li><li>Comprendre les objectifs du législateur quant à l'accueil des jeunes enfants</li><li>Connaître les exigences légales du panel des modes d'accueil</li><li>Maîtriser les procédures d'autorisation</li><li>Savoir rédiger une motivation</li><li>Perfectionner les outils d'évaluation</li>
<li>Assurer la sécurité juridique des décisions du PCG/ prévenir le contentieux</li>
<li>Evaluer et pouvoir faire évoluer les pratiques</li></ul>",0.0,0.0
317,http://www.comundi.fr/formation-petite-enfance-1/analyse-de-pratiques-pour-professionnels-de-la-petite-enfance.html,Analyse de pratiques pour professionnels de la petite enfance,2596,"
                                                                                                    1 jour - 7 h
                                                                                            ","945.00
                                                     € ","<ul><li>Prendre du recul et réfléchir à ses modes de fonctionnement et à ses interventions éducatives
</li><li>Mutualiser et développer les savoirs, savoir-faire et savoir-être du groupe
</li><li>Envisager de nouvelles perspectives d'action</li></ul>",945.0,7.0
318,http://www.comundi.fr/formation-petite-enfance-1/la-semaine-de-la-petite-enfance-2018-20eme-edition.html,La Semaine de la Petite Enfance 2018 - 20ème édition,GC05,"
                            ",,"<ul>
<li>1 Conférence d'actualité</li>
<li>11 formations opérationelles</li>
</ul>",0.0,0.0
319,http://www.comundi.fr/formation-petite-enfance-1/manager-des-equipes-pluridisciplinaires-en-creche.html,Manager des équipes pluridisciplinaires en crèche,AH08,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 545.00
                                                     € ","<ul><li>Optimiser vos méthodes de recrutement
</li><li>Adapter votre style de management aux spécificités de l'équipe
</li><li>Désamorcer et gérer les conflits en préservant la qualité de l'accueil</li></ul>",1545.0,14.0
320,http://www.comundi.fr/formation-petite-enfance/formation-agrement-et-emploi-des-assistants-maternels-et-familiaux-par-les-collectivites-publiques.html,Formation : Agrément et emploi des assistants maternels et familiaux par les collectivités publiques,MBA2,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Connaître et mettre en oeuvre les normes en vigueur</li><li>Savoir gérer les situations nouvelles</li><li>Être à même de motiver utilement les décisions</li><li>Assurer la sécurité juridique des décisions</li></ul>,0.0,0.0
321,http://www.comundi.fr/formation-petite-enfance-1/psu-et-outils-de-gestion.html,PSU et outils de gestion,GI28,"
                                                                                                    3 jours - 21 h
                                                                                            ","2 195
                                                     € ","<ul>
<li>Construire des outils de gestion opérationnels</li>
<li>Adapter les ressources aux besoins de votre crèche</li>
<li>Favoriser un remplissage homogène de votre établissement</li>
</ul>",2195.0,21.0
322,http://www.comundi.fr/formation-petite-enfance-1/piloter-votre-relais-assistants-maternels.html,Piloter votre relais assistants maternels,VI04,"
                                                                                                    2 jours
                                                                                            ","1 545
                                                     € ","<ul><li>Maîtriser les méthodes de création et de pilotage d'un RAM
</li><li>Définir les missions et responsabilités des animatrices
</li><li>Intégrer les évolutions réglementaires (MAM...)</li></ul>",1545.0,14.0
323,http://www.comundi.fr/formation-petite-enfance-1/directeur-de-creche.html,Directeur de crèche,KA10,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Intégrer les impacts des nouvelles réglementations
</li><li>Améliorer la performance de votre établissement
</li><li>Asseoir votre positionnement</li></ul>",0.0,0.0
324,http://www.comundi.fr/formation-petite-enfance-1/elaborer-un-protocole-de-mise-en-surete-en-eaje.html,Elaborer un protocole de mise en sûreté en EAJE,4300,"
                                                                                                    1 jour - 7 h
                                                                                            ","945
                                                     € ","<ul>
<li>Identifier les différents risques auxquels sont exposés les EAJE</li>
<li>Savoir réagir face à un événement majeur</li>
<li>Elaborer un Protocole de Mise en Sûreté</li>
</ul>",945.0,7.0
325,http://www.comundi.fr/formation-petite-enfance-1/cycle-directeur-directrice-de-creche.html,Cycle Directeur / Directrice de crèche,KA20,"
                                                                                                    5 jours - 35 h
                                                                                            ","3 250.00
                                                     € ","<ul><li>Maîtriser les nouvelles réglementations
</li><li>Concilier optimisation des places et qualité d'accueil
</li><li>Réussir le management de vos équipes</li></ul>",3250.0,35.0
326,http://www.comundi.fr/formation-petite-enfance-1/actualites-et-perspectives-2018-de-la-petite-enfance.html,Actualités et perspectives 2018 de la Petite Enfance,2604,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 195.00
                                                     € ","<ul>
<li>Décrypter vos actualités et réformes en cours (nouvelle COG, insertion sociale et meilleur accès en crèche…)</li>
<li>Anticiper les évolutions de vos métiers Petite Enfance</li>
<li>Echanger avec des experts de la Petite Enfance autour de nouvelles pratiques, projets marquants</li>
</ul>",1195.0,14.0
327,http://www.comundi.fr/formation-petite-enfance-1/piloter-et-evaluer-un-projet-d-etablissement-en-eaje.html,Piloter et évaluer un projet d'établissement en EAJE,AV06,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 545.00
                                                     € ","<ul><li>Acquérir une méthode solide pour rédiger son projet
</li><li>Être capable de piloter un projet en structure d'accueil Petite Enfance
</li><li>Communiquer autour de son projet et le faire évoluer</li></ul>",1545.0,14.0
328,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/le-contrat-jeune-majeur.html,Le Contrat Jeune Majeur,3024,"
                                                                                                    1 jour - 7 h
                                                                                            ","733.33
                                                     € ","<ul>
<li>Comprendre la spécificité des démarches administratives d’un dossier de jeune majeur</li>
<li>Maîtriser le cadre légal d’un contrat jeune majeur et ses principales dispositions</li>
<li>Faire le point sur les dispositifs d’accompagnement et de prise en charge</li>
</ul>",733.33,7.0
329,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille/formation-actualite-et-modalites-de-prise-en-charge-des-mineurs-isoles-etrangers.html,Formation Actualité et modalités de prise en charge des mineurs isolés étrangers,3004,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 249.17
                                                     € ","<ul>
<li>Connaître les différents modes de prise en charge des MEI à leur arrivée</li>
<li>Acquérir des méthodes et outils pour gérer au mieux leurs situations</li>
<li>Clarifier les partenariats possibles sur un territoire</li>
</ul>",1249.17,14.0
330,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-secret-professionnel-et-partage-de-l-information.html,Formation Secret professionnel et partage de l'information,3665,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 110
                                                     € ","<ul>
<li>Maîtriser les règles de base en matière de secret professionnel, de discrétion et de déontologie</li>
<li>Savoir se positionner face aux demandes de partage</li>
<li>Connaître les hypothèses de levée du secret professionnel</li>
<li>Maîtriser les cas de non assistance à personne en danger</li>
</ul>",1110.0,14.0
331,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-responsabilites-de-l-aide-sociale-a-l-enfance-ase.html,Formation Responsabilités de l’Aide Sociale à l’Enfance (ASE),3361,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Connaître les différents systèmes de responsabilité</li><li>Identifier les pratiques à risque</li><li>Sécuriser l’action des services</li><li>Pouvoir éviter ou gérer les mises en cause des responsabilités</li></ul>,0.0,0.0
332,http://www.comundi.fr/formation-devenir-consultant-formateur-coach/cycle-niv-1-les-fondamentaux-du-coaching-des-individus-equipes-et-organisations.html,"Cycle niv 1: les fondamentaux du Coaching des individus, équipes et organisations",4732,"
                                                                                                    8 jours - 56 h
                                                                                            ","4 990
                                                     € ","<ul>
<li>Acquérir les outils et compétences essentielles du coaching professionnel dans le cadre du réferentiel des 11 compétences d'ICF</li>
<li>Intégrer la posture et les outils du coaching dans sa pratique professionnelle</li>
<li>Obtenir la certification ACSTH d’ICF à travers un processus rigoureux d’évaluation</li>
</ul>",4990.0,56.0
333,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-maitriser-les-reformes-de-la-filiation-et-leurs-effets.html,Formation Maîtriser les réformes de la filiation et leurs effets,3368,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 390
                                                     € ","<ul>
<li>Appréhender les conséquences de la filiation sur l'exercice de l'autorité parentale</li>
<li>Analyser les conséquences du divorce ou de la séparation sur l’autorité parentale</li>
<li>Être en mesure de conseiller les familles</li>
</ul>",1390.0,14.0
334,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/administrateur-ad-hoc-du-mineur.html,Administrateur ad hoc du mineur,3345,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 249
                                                     € ","<ul>
<li>Maîtriser le cadre législatif et réglementaire de l’administrateur ad hoc</li>
<li>Connaître les incidences au niveau pénal et au niveau civil</li>
<li>Comprendre les choix des diverses juridictions et être en mesure de se situer par rapport aux parents et au mineur</li>
</ul>",1249.0,14.0
335,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-le-statut-juridique-des-pupilles-de-l-etat-et-leurs-prises-en-charge.html,Formation Le statut juridique des pupilles de l’Etat et leurs prises en charge,3023,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Connaître les principales dispositions relatives au statut des pupilles de l'Etat</li><li>Faire le point sur les mineurs susceptibles d'être concernés par ce statut</li><li>Appréhender les différentes procédures d'admission</li><li>Maîtriser les dispositifs de prise en charge des pupilles de l'Etat</li></ul>,0.0,0.0
336,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/droit-de-l-autorite-parentale-et-mesures-de-protection-de-l-enfance.html,Droit de l’autorité parentale et mesures de protection de l'enfance,3348,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 249.17
                                                     € ","<ul>
<li>Mieux cerner les notions d'autorité parentale, de danger et d'intérêt de l'enfant</li>
<li>Faire le point sur les dernières interprétations jurisprudentielles</li>
<li>Articuler les bonnes pratiques professionnelles autour de ces notions</li>
</ul>",1249.17,14.0
337,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/acteurs-et-procedures-en-protection-de-l-enfance.html,Acteurs et procédures en protection de l’enfance,3022,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 249.17
                                                     € ","<ul>
<li>Connaitre les champs d'interventions des différents acteurs de la protection de l’enfance</li>
<li>Comprendre le cheminement d’un dossier en assistance éducative</li>
<li>Appréhender l’articulation entre les différents acteurs dans la prise en charge d’un mineur</li>
</ul>",1249.17,14.0
338,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/se-reconcilier-avec-la-grammaire-et-l-orthographe.html,Se réconcilier avec la grammaire et l'orthographe,2759,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Acquérir une technique fiable d’auto-correction</li><li>Mémoriser les principales règles d’accords et de conjugaison</li><li>Connaître des trucs et astuces pour éviter les fautes les plus courantes</li></ul>,0.0,0.0
339,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-le-projet-personnalise-dans-l-accompagnement-educatif.html,Formation Le Projet Personnalisé dans l’accompagnement éducatif,3020,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Pouvoir réfléchir et agir en partenariat avec la famille et l’institution</li><li>Déterminer et conduire chaque étape de la construction d’un projet personnalisé</li><li>Acquérir une méthodologie structurée de rédaction de projets personnalisés</li></ul>,0.0,0.0
340,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/agrement-et-renouvellement-de-l-agrement-des-assistants-maternels-et-familiaux.html,Agrément et renouvellement de l’agrément des assistants maternels et familiaux,3346,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 249.17
                                                     € ","<ul>
<li>Connaître les normes en vigueur et savoir les mettre en œuvre</li>
<li>Être en mesure de motiver utilement les décisions</li>
<li>Assurer la sécurité juridique des décisions</li>
</ul>",1249.17,14.0
341,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-statut-des-assistants-maternels-et-des-assistants-familiaux.html,Formation Statut des assistants maternels et des assistants familiaux,3350,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 249.17
                                                     € ","<ul>
<li>Connaître les différents éléments du statut et de la carrière des assistants maternels et familiaux</li>
<li>Identifier les rôles respectifs de l’assistant familial, de l’employeur et des parents</li>
<li>Être en mesure de prévenir les conflits professionnels et assurer la sécurité juridique des décisions</li>
</ul>",1249.17,14.0
342,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/ecrits-professionnels-en-travail-social.html,Ecrits professionnels en travail social,MC49,"
                                                                                                    2 jours - 14 h
                                                                                            ","1 495
                                                     € ","<ul>
<li>Intégrer le cadre législatif relatif aux écrits professionnels en travail social</li>
<li>Apprendre à objectiver et à faire passer vos idées par écrit</li>
<li>Comprendre la portée de vos écrits et savoir vous positionner dans les circuits d’information</li>
</ul>",1495.0,14.0
343,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-recueillir-les-informations-preoccupantes-et-rediger-un-signalement.html,Formation Recueillir les informations préoccupantes et rédiger un signalement,3005,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,<ul><li>Clarifier les différents types d'informations préoccupantes</li><li>Comprendre le rôle et la fonction des Cellules de Recueil d’Informations Préoccupantes</li><li>Acquérir des éléments de méthode pour la rédaction des signalements</li></ul>,0.0,0.0
344,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille-1/formation-changer-sa-posture-professionnelle-avec-l-approche-mediation.html,Formation Changer sa posture professionnelle avec l’Approche-médiation,3002,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul><li>Évoluer vers une logique de travail favorisant l'implication et la collaboration des différents acteurs en présence</li><li>Articuler les contraintes d'un mandat ou d'une mission avec les attentes despersonnes</li><li>Acquérir des outils de communication positive et efficace pour prévenir et gérer les conflits</li>
<li>Développer des compétences pour travailler dans les enjeux relationnels complexes</li></ul>",0.0,0.0
345,http://www.comundi.fr/formation-protection-de-l-enfance-et-famille/travail-social-et-systemie.html,Travail social et systémie,3010,"
                                                                                                    Cette formation est disponible en intra-établissement seulement
                                                                                            ",,"<ul>
<li>Dépasser les réticences de la famille liées à l’aide contrainte</li>
<li>Expérimenter et affiner sa technique d'entretien</li>
<li>Renforcer sa capacité de création, d'objectivation et de prise de recul en s'appuyant sur l'approche systémique</li>
</ul>",0.0,0.0
